home_team,home_avg_points_last_5,home_avg_goals_scored_last_5,home_avg_goals_conceded_last_5,home_avg_goal_diff_last_5,home_win_streak,home_clean_sheets_last_5,home_momentum_score,home_elo
Indonesia,1.3352380952380951,1.6352380952380952,1.6361904761904762,-0.0009523809523809538,1.9,1.3761904761904762,1.0514285714285714,1473.3548113595184
Iran,1.920057306590258,1.8607449856733524,0.8143266475644699,1.0464183381088825,2.8080229226361033,2.4240687679083095,1.8859598853868196,1691.8750383748425
Iraq,1.706212121212121,1.5386868686868687,0.8737373737373737,0.664949494949495,2.3575757575757574,2.139393939393939,1.5674242424242424,1626.352984642271
Iraqi Kurdistan,2.2222222222222223,3.1666666666666665,0.9555555555555555,2.211111111111111,3.2222222222222223,2.0,2.3966666666666665,1538.0441922142315
Isle of Wight,1.7941176470588236,2.9254901960784316,1.299019607843137,1.6264705882352941,2.7058823529411766,1.7647058823529411,1.9232352941176472,1533.0176816836665
Israel,1.3025454545454545,1.455090909090909,1.5005454545454544,-0.045454545454545456,1.8036363636363637,1.2581818181818183,0.9939272727272729,1547.1568872081814
Italy,1.8384928716904279,1.7229124236252547,0.9905295315682282,0.7323828920570266,2.6028513238289204,2.0407331975560083,1.6797556008146641,1742.114662393462
Ivory Coast,1.7874223602484471,1.613768115942029,0.9869565217391305,0.6268115942028986,2.518633540372671,2.040372670807453,1.6107763975155283,1648.7960359857248
Jamaica,1.3542168674698796,1.3548192771084338,1.384889558232932,-0.030070281124497986,1.8674698795180722,1.6295180722891567,1.0691114457831328,1545.7917467183363
Japan,1.711063829787234,1.8256382978723402,1.1614893617021276,0.6641489361702128,2.497872340425532,1.976595744680851,1.580904255319149,1674.2567735922519
Jordan,1.4032128514056224,1.273627844712182,1.0712182061579651,0.20240963855421687,1.8353413654618473,2.0240963855421685,1.1914859437751004,1543.0265994197323
Kabylia,1.0,1.6,2.6,-1.0,1.0,2.0,0.5,1489.3823227595362
Kazakhstan,1.0144,1.1072,1.68,-0.5728,1.272,1.208,0.6091200000000001,1445.9378766037673
Kenya,1.4098333333333335,1.42375,1.343875,0.079875,1.9275,1.4475,1.1181458333333334,1509.6438958407975
Kernow,0.3333333333333333,2.5625,4.354166666666667,-1.7916666666666667,0.25,0.25,-0.3291666666666666,1493.302294686342
Kiribati,0.04,0.24,14.34,-14.1,0.0,0.0,-4.214,1451.347387773052
Kosovo,1.4781609195402299,1.6313218390804598,1.367816091954023,0.26350574712643676,2.0,1.5,1.220316091954023,1533.6940062797341
Kurdistan,,,,,,,,1500.0
Kuwait,1.4591145833333332,1.4774739583333334,1.1449218749999999,0.33255208333333336,1.9739583333333333,1.7109375,1.249296875,1581.9121051923628
Kyrgyzstan,1.0630522088353414,1.1813253012048193,1.6889558232931727,-0.5076305220883534,1.5421686746987953,1.0963855421686748,0.6910040160642571,1398.4723463630703
Kárpátalja,1.4375,1.9125,1.2125,0.7,1.5,0.5,1.1350000000000002,1507.9218551946676
Laos,0.6652631578947369,1.0084210526315789,2.983157894736842,-1.9747368421052631,0.8315789473684211,0.4421052631578947,-0.11578947368421048,1253.229875826486
Latvia,1.065321375186846,1.184828101644245,1.695067264573991,-0.5102391629297459,1.4035874439461884,1.094170403587444,0.6631913303437967,1425.347854952071
Lebanon,1.0596875000000001,1.1108333333333333,1.5325,-0.4216666666666667,1.29375,1.3,0.686125,1472.4860014716742
Lesotho,0.8659722222222223,0.8113425925925926,1.596875,-0.7855324074074075,0.8958333333333334,1.3333333333333333,0.4232291666666667,1364.4101276394658
Liberia,0.9600849256900211,0.8373673036093419,1.502335456475584,-0.6649681528662421,1.2038216560509554,1.414012738853503,0.5667091295116774,1443.5703930706566
Libya,1.377560975609756,1.3713821138211382,1.2256910569105692,0.1456910569105691,1.9170731707317072,1.7121951219512195,1.1493658536585367,1515.7682416469072
Liechtenstein,0.38599439775910366,0.4431372549019608,2.776190476190476,-2.3330532212885156,0.4117647058823529,0.5462184873949579,-0.4085434173669467,1273.0946519242457
Lithuania,0.9612637362637362,1.0181318681318683,1.8475274725274726,-0.8293956043956043,1.2747252747252746,1.043956043956044,0.4950274725274726,1415.4132975017123
Luhansk PR,0.4,0.5,1.4,-0.9,0.5,0.0,-0.009999999999999953,1484.8131531458719
Luxembourg,0.45849802371541504,0.6454545454545455,2.5644268774703556,-1.9189723320158103,0.5296442687747036,0.5533596837944664,-0.23102766798418967,1267.4739044311414
Macau,0.5352941176470588,0.7691176470588235,2.985294117647059,-2.216176470588235,0.6764705882352942,0.5,-0.2654411764705882,1262.6446141190806
Madagascar,1.2751515151515151,1.3363636363636364,1.562727272727273,-0.22636363636363638,1.7333333333333334,1.2606060606060605,0.914878787878788,1482.93718202982
Madrid,,,,,,,,1500.0
Malawi,1.307356948228883,1.185149863760218,1.3395095367847412,-0.15435967302452316,1.7302452316076293,1.5313351498637602,0.9758174386920981,1503.435346329309
Malaysia,1.3653761061946903,1.622750737463127,1.4464970501474927,0.17625368731563423,1.8672566371681416,1.4535398230088497,1.1178318584070797,1479.3627299218833
Maldives,0.9485148514851485,1.1782178217821782,2.263366336633663,-1.085148514851485,1.306930693069307,1.0396039603960396,0.41920792079207925,1303.9833189817123
Mali,1.4537848605577688,1.2932270916334663,1.145285524568393,0.14794156706507303,1.9641434262948207,1.6414342629482073,1.1828685258964144,1546.049723589381
Malta,0.6240447957839262,0.6638998682476943,2.2330039525691703,-1.5691040843214756,0.7430830039525692,0.766798418972332,0.004183135704874886,1328.821256538462
Manchukuo,0.0,0.0,6.5,-6.5,0.0,0.0,-1.95,1488.8000097048784
Mapuche,,,,,,,,1500.0
Marshall Islands,,,,,,,,1500.0
Martinique,1.5575757575757576,1.8,1.3309090909090908,0.4690909090909091,2.175757575757576,1.6363636363636365,1.3625454545454547,1546.4192808923358
Matabeleland,1.4166666666666665,1.25,2.5,-1.25,1.0,0.5,0.4416666666666667,1496.9316317026307
Mauritania,0.8821428571428571,0.7214285714285714,1.5482142857142858,-0.8267857142857142,1.0178571428571428,1.4732142857142858,0.4557142857142858,1389.174462165671
Mauritius,1.0859060402684564,1.2903803131991052,1.5812080536912752,-0.29082774049217003,1.389261744966443,1.1275167785234899,0.7377181208053692,1414.0935147508665
Mayotte,1.0,1.5272727272727273,1.5636363636363635,-0.03636363636363637,1.1818181818181819,1.0909090909090908,0.7345454545454545,1439.790099585426
Menorca,2.0650000000000004,2.7350000000000003,1.06,1.675,2.9,1.5,2.0585,1536.7296604389987
Mexico,1.7815397350993376,1.7770971302428253,1.0343543046357615,0.7427428256070641,2.5927152317880795,2.052980132450331,1.6592798013245034,1712.9587346711437
Micronesia,0.375,1.25,4.75,-3.5,0.5,0.5,-0.75,1476.618716456339
Moldova,0.8670483460559796,0.878880407124682,1.783206106870229,-0.9043256997455471,1.0229007633587786,1.0229007633587786,0.3823918575063614,1397.4004608318867
Monaco,0.8666666666666666,1.6666666666666667,5.608333333333333,-3.9416666666666664,1.125,0.625,-0.5483333333333333,1482.5988692991623
Mongolia,0.8108108108108109,1.1639639639639638,2.9567567567567568,-1.7927927927927927,1.1891891891891893,0.8378378378378378,0.10810810810810816,1310.7991114321787
Montenegro,1.2197802197802199,1.1457875457875457,1.4476190476190478,-0.3018315018315018,1.6483516483516483,1.5054945054945055,0.8775824175824176,1552.7319577986084
Montserrat,0.9571428571428572,1.25,3.0285714285714285,-1.7785714285714287,1.4285714285714286,0.8928571428571429,0.22428571428571434,1352.9320940326013
Morocco,1.8075581395348836,1.5174418604651163,0.7757267441860466,0.7417151162790698,2.5348837209302326,2.5261627906976742,1.7051308139534884,1662.3330765294015
Mozambique,1.2234285714285713,1.0539999999999998,1.272857142857143,-0.21885714285714283,1.5885714285714285,1.5885714285714285,0.9002857142857144,1460.1757181449902
Myanmar,1.371853146853147,1.5914335664335664,1.5901515151515153,0.0012820512820512892,1.9685314685314685,1.513986013986014,1.0942307692307693,1480.7550537606824
Namibia,0.9862595419847328,0.9038167938931299,1.4000000000000001,-0.4961832061068702,1.1374045801526718,1.2442748091603053,0.5975572519083969,1432.2482513699833
Nepal,0.9161375661375661,0.9619047619047619,2.1906084656084657,-1.2287037037037036,1.2380952380952381,1.1507936507936507,0.3605423280423281,1287.306686796516
Netherlands,1.7932631578947367,2.118877192982456,1.2025263157894739,0.9163508771929825,2.591578947368421,1.7915789473684212,1.689684210526316,1697.2692897750355
New Caledonia,1.7102040816326531,2.656575963718821,1.403061224489796,1.2535147392290251,2.6054421768707483,1.6462585034013606,1.7458503401360543,1549.736340976337
New Zealand,1.4294117647058824,1.8235294117647058,1.5541176470588234,0.26941176470588235,2.0764705882352943,1.6,1.2278823529411764,1562.1939688533769
Nicaragua,0.9842105263157894,1.1572368421052632,1.9927631578947367,-0.8355263157894737,1.4078947368421053,1.144736842105263,0.539078947368421,1341.618317580069
Niger,0.8851694915254238,0.9173728813559322,1.6563559322033898,-0.7389830508474576,1.1016949152542372,1.0,0.45271186440677974,1415.857426867446
Nigeria,1.6958990536277603,1.536750788643533,1.02397476340694,0.512776025236593,2.3406940063091484,1.9905362776025237,1.499384858044164,1646.4542269369474
Niue,0.0,0.0,14.0,-14.0,0.0,0.0,-4.2,1497.056688590771
North Korea,1.5841059602649006,1.7006622516556291,1.043708609271523,0.656953642384106,2.119205298013245,1.9337748344370862,1.4479470198675497,1586.9334449846697
North Macedonia,1.218543046357616,1.247130242825607,1.291832229580574,-0.04470198675496689,1.5629139072847682,1.4437086092715232,0.9309602649006624,1520.7094877390218
North Vietnam,0.72,1.47,2.55,-1.08,1.0,0.4,0.20400000000000004,1464.6346572675618
Northern Cyprus,1.8078947368421054,2.4499999999999997,1.050877192982456,1.3991228070175439,2.736842105263158,2.210526315789474,1.911315789473684,1517.5916228348613
Northern Ireland,0.9983679525222552,1.0600395647873393,1.8943620178041543,-0.8343224530168151,1.2997032640949555,1.281899109792285,0.5371810089020772,1484.3135324493076
Northern Mariana Islands,0.4,0.7688888888888888,4.653333333333333,-3.8844444444444446,0.4666666666666667,0.3333333333333333,-0.8786666666666666,1323.7734287521412
Norway,1.3399082568807341,1.5779434250764526,1.6889525993883792,-0.1110091743119266,1.871559633027523,1.3623853211009174,1.013211009174312,1547.1291866506606
Oman,1.4006472491909385,1.344336569579288,1.2233009708737863,0.12103559870550161,1.9158576051779934,1.7540453074433657,1.155145631067961,1537.9286641289584
